userId,rating,timestamp,restaurant_id
64,3.5,1434644734,46cc8bbc-1bfa-4364-bc40-aba5ade3ab4c
471,5.0,1500417760,0c13a72c-9ada-4ee2-b986-2b31f9fd69a6
301,1.5,1484675858,9ff29572-1b74-4d4d-aef4-8aa4f0b696c2
125,4.0,1023423520,de28d0e2-d21b-4caa-9c20-463391c555b4
230,3.0,864120692,d4e313a8-ff3f-4d1b-840b-5de94929f4a1
285,3.0,917187280,0c13a72c-9ada-4ee2-b986-2b31f9fd69a6
345,5.0,998881236,46cc8bbc-1bfa-4364-bc40-aba5ade3ab4c
175,5.0,992233160,d2ff6ad7-4d52-466c-b43f-5dee1e18c797
292,4.5,1378334749,3d3e0276-649f-4fea-b009-ade74e77668c
201,4.0,938861393,49ee063c-f363-4971-b149-5985e4c63e67
256,5.0,974872207,a261073f-b584-4815-bcdf-70eabc64f1b4
440,3.0,1231475837,9ff29572-1b74-4d4d-aef4-8aa4f0b696c2
235,5.0,1511746464,89e31c94-1f8d-49df-8fd7-295c0a993bdd
162,3.0,1001110768,ef279b96-4654-4c12-a82f-6ac70e567d2a
441,4.0,1232481427,043732fc-5008-4fcd-b09f-eac38498a14a
296,3.0,1394068620,a6c8414b-a34a-4ddf-914d-a6a3e78394df
446,5.0,1017891586,46cc8bbc-1bfa-4364-bc40-aba5ade3ab4c
116,5.0,945993901,a6c8414b-a34a-4ddf-914d-a6a3e78394df
116,5.0,945994921,0c13a72c-9ada-4ee2-b986-2b31f9fd69a6
478,4.0,1493653741,67bb994f-7c15-43ea-bb0d-677c747cfa4b
175,3.0,992402031,ba15707f-12fe-4416-910c-5e5a8c722e9d
450,2.5,1439794151,a6c8414b-a34a-4ddf-914d-a6a3e78394df
97,3.5,1076271615,f59844f6-58d8-445e-b3e2-c9a229b9699e
446,1.0,1017977768,d4e313a8-ff3f-4d1b-840b-5de94929f4a1
31,2.0,1256226492,3053ee1e-57e2-4e95-b36e-1c1ab9e11f1d
155,4.0,1196559811,3d3e0276-649f-4fea-b009-ade74e77668c
375,4.5,1284915334,ef279b96-4654-4c12-a82f-6ac70e567d2a
89,1.0,1266621638,d4e313a8-ff3f-4d1b-840b-5de94929f4a1
89,2.5,1266620626,d4e313a8-ff3f-4d1b-840b-5de94929f4a1
284,2.5,1458070991,89e31c94-1f8d-49df-8fd7-295c0a993bdd
187,5.0,1277371555,a261073f-b584-4815-bcdf-70eabc64f1b4
47,4.0,855267213,3d3e0276-649f-4fea-b009-ade74e77668c
462,2.5,1138659408,3053ee1e-57e2-4e95-b36e-1c1ab9e11f1d
296,2.0,1322253879,de28d0e2-d21b-4caa-9c20-463391c555b4
193,5.0,1068822843,ef279b96-4654-4c12-a82f-6ac70e567d2a
167,3.0,860851214,4c72ec73-84aa-40c7-81ba-76581fd0a96d
81,3.0,1371051224,d2ff6ad7-4d52-466c-b43f-5dee1e18c797
188,4.0,1025334711,67bb994f-7c15-43ea-bb0d-677c747cfa4b
322,5.0,943408102,de28d0e2-d21b-4caa-9c20-463391c555b4
70,2.5,1255209163,89e31c94-1f8d-49df-8fd7-295c0a993bdd
402,3.0,1434376284,de1e4686-f9c9-416b-94a3-2122c5b63d54
322,3.0,987391311,043732fc-5008-4fcd-b09f-eac38498a14a
211,4.5,1354956862,3053ee1e-57e2-4e95-b36e-1c1ab9e11f1d
80,3.0,993230164,de1e4686-f9c9-416b-94a3-2122c5b63d54
172,4.5,1423408327,f59844f6-58d8-445e-b3e2-c9a229b9699e
391,3.0,994540589,3053ee1e-57e2-4e95-b36e-1c1ab9e11f1d
216,5.0,1020014059,0c13a72c-9ada-4ee2-b986-2b31f9fd69a6
50,4.5,1402505907,9ff29572-1b74-4d4d-aef4-8aa4f0b696c2
355,4.5,1534194424,49ee063c-f363-4971-b149-5985e4c63e67
285,4.0,909245770,ef279b96-4654-4c12-a82f-6ac70e567d2a
406,4.0,1477189701,4c72ec73-84aa-40c7-81ba-76581fd0a96d
443,3.0,960255610,d4e313a8-ff3f-4d1b-840b-5de94929f4a1
431,2.5,1112506258,a6c8414b-a34a-4ddf-914d-a6a3e78394df
73,4.0,857829861,d2ff6ad7-4d52-466c-b43f-5dee1e18c797
426,4.0,1281844872,3d3e0276-649f-4fea-b009-ade74e77668c
46,0.5,1248368662,f59844f6-58d8-445e-b3e2-c9a229b9699e
343,5.0,1108976296,d2ff6ad7-4d52-466c-b43f-5dee1e18c797
321,3.0,1540500107,df716507-0127-4805-95ca-4cfbb53fc3bc
460,4.0,1482765999,89e31c94-1f8d-49df-8fd7-295c0a993bdd
131,4.0,1137976929,de28d0e2-d21b-4caa-9c20-463391c555b4
72,4.0,980802794,d4e313a8-ff3f-4d1b-840b-5de94929f4a1
14,4.5,1506209061,de1e4686-f9c9-416b-94a3-2122c5b63d54
447,5.0,859580474,89e31c94-1f8d-49df-8fd7-295c0a993bdd
475,4.5,1528719492,f59844f6-58d8-445e-b3e2-c9a229b9699e
120,5.0,963885888,46cc8bbc-1bfa-4364-bc40-aba5ade3ab4c
236,4.0,848680788,4c72ec73-84aa-40c7-81ba-76581fd0a96d
357,2.5,1473582266,043732fc-5008-4fcd-b09f-eac38498a14a
120,4.0,963885937,de28d0e2-d21b-4caa-9c20-463391c555b4
82,2.5,1437242019,3d3e0276-649f-4fea-b009-ade74e77668c
185,4.0,1191923267,df716507-0127-4805-95ca-4cfbb53fc3bc
249,5.0,1124733206,67bb994f-7c15-43ea-bb0d-677c747cfa4b
114,2.0,1564822581,d2ff6ad7-4d52-466c-b43f-5dee1e18c797
343,5.0,1118131293,d2ff6ad7-4d52-466c-b43f-5dee1e18c797
187,4.5,1277405836,89e31c94-1f8d-49df-8fd7-295c0a993bdd
268,5.0,947677450,4c72ec73-84aa-40c7-81ba-76581fd0a96d
426,3.0,1340946014,67bb994f-7c15-43ea-bb0d-677c747cfa4b
321,2.0,1540570103,ba15707f-12fe-4416-910c-5e5a8c722e9d
440,4.5,1241206862,3d3e0276-649f-4fea-b009-ade74e77668c
187,4.0,1279494284,a261073f-b584-4815-bcdf-70eabc64f1b4
408,2.5,1225235774,3053ee1e-57e2-4e95-b36e-1c1ab9e11f1d
130,3.0,888457848,ef279b96-4654-4c12-a82f-6ac70e567d2a
366,4.0,848339929,de1e4686-f9c9-416b-94a3-2122c5b63d54
159,3.5,1214783512,3d3e0276-649f-4fea-b009-ade74e77668c
326,5.0,1453677083,ef279b96-4654-4c12-a82f-6ac70e567d2a
477,4.5,1086625457,043732fc-5008-4fcd-b09f-eac38498a14a
70,3.5,1255204913,043732fc-5008-4fcd-b09f-eac38498a14a
431,3.5,1112506072,df716507-0127-4805-95ca-4cfbb53fc3bc
438,2.0,839934163,9ff29572-1b74-4d4d-aef4-8aa4f0b696c2
